identity,expression,filename,dist_ensx_se,dist_ensx_prn,dist_se_prn,dist_se_ls,dist_prn_ls,dist_alL_alR,dist_cheilion_sx_cheilion_dx,dist_ensx_exsx,dist_ensdx_exdx,dist_exsx_exdx,dist_ensx_ensdx,area_ensx_exsx_exdx,area_prn_alL_alR,area_cheilion_sx_cheilion_dx_ls,area_ensx_ensdx_prn,area_se_prn_alL,area_se_prn_alR,volume_ensx_prn_alL_alR,volume_ensx_exsx_exdx_prn,volume_ensx_ensdx_se_prn,volume_exsx_exdx_alL_alR,facial_area,mean_R,mean_G,mean_B,std_R,std_G,std_B,skew_R,skew_G,skew_B,entropy_R,entropy_G,entropy_B,mean_H,mean_S,mean_V,lbp_mean,lbp_std,lbp_entropy
bs008,N,bs008_N_N_0.lm3,0.5792,1.6741,1.1267,1.7891,1.1128,1.1339,1.5734,1.0124,0.9114,2.8692,1.0,0.4176,0.6717,0.5772,1.0,0.6248,0.7744,6.5807,2.5495,1.0,3.3286,4.0657,0.6294860509125445,0.40196746873932504,0.21668028810936985,0.27234654775001654,0.23688555052880755,0.1662574267520379,0.09586080448218243,0.2528852533356959,0.27988465053878475,0.5627932512922906,0.4301912140573676,0.3410395662185519,0.023149211113917767,0.9512826962117253,0.629486414885097,2.7755575615628914e-17,0.1364344634009429,0.861871409882589
bs009,N,bs009_N_N_0.lm3,0.8417,1.6987,0.9974,1.7838,1.1438,1.1388,1.6771,1.0386,1.0288,3.0095,1.0,0.4581,0.4676,0.5941,1.0,0.4968,0.521,1.5764,1.1895,1.0,0.4754,3.5376,0.4909018903070753,0.3321631848810948,0.17954960530475012,0.31684992029468684,0.31951312106954033,0.21919463281627952,0.26645200468380686,0.3928680306804577,0.4158023752713049,0.5878990805639277,0.4149313460921329,0.31664015043883986,0.032234661851980206,0.9103011503946277,0.49090058829470695,2.7755575615628914e-17,0.24896698748350143,0.6778882518345597
bs010,N,bs010_N_N_0.lm3,1.004,1.8627,0.9608,2.0122,1.3662,1.1185,1.8403,1.1585,1.1686,3.2654,1.0,0.5211,0.4695,0.6959,1.0,0.456,0.5274,2.3908,0.4757,1.0,0.1733,3.6699,0.7529306451347032,0.5063356880294769,0.280648636634614,0.39440733309599096,0.35811932031228066,0.2455434340441955,0.10438369461333412,0.25350570840339876,0.27887702306030326,0.6448356603185252,0.5025049162345683,0.41578509245910045,0.02568279860161443,0.9380872198084473,0.7529292053120898,2.7755575615628914e-17,0.05994367341409035,0.9216160303498313
bs010,N,bs010_N_N_1.lm3,0.9338,1.9665,1.1277,2.0364,1.3176,1.2797,1.7751,1.1071,1.1409,3.2047,1.0,0.2818,0.6533,0.6445,1.0,0.574,0.7225,3.0098,0.0756,1.0,0.9258,3.8761,0.7003914345087804,0.4335313065420156,0.23803641212529875,0.39619999193801514,0.2543940201690301,0.19266939923983487,0.07514017630803,0.18434265648098835,0.2952042384056178,0.6314112877974023,0.4601887541389367,0.36337090848153664,0.02242489809409054,0.9474350227045321,0.7003899910249637,2.7755575615628914e-17,0.1911475762899313,0.7404816792747475
bs011,N,bs011_N_N_0.lm3,0.6596,1.5631,0.9734,1.7792,1.116,1.0703,1.5867,1.0618,1.0198,3.0331,1.0,0.4352,0.4661,0.5851,1.0,0.5163,0.564,3.362,0.109,1.0,1.0328,3.5667,0.7173964390325712,0.47476581631149034,0.24763838057474902,0.3121842552026204,0.2508531221327497,0.16183681027053784,0.0802413921477718,0.2195410170252408,0.29055195429221004,0.5649614824539078,0.48021946080431155,0.3653009838640755,0.06759505146737715,0.9496778493580076,0.7173949924566702,1.3877787807814457e-17,0.17947389351033838,0.786491743896697
bs012,N,bs012_N_N_0.lm3,0.606,1.5143,0.9478,1.6618,0.9713,1.1432,1.6842,0.9549,1.0116,2.8825,1.0,0.5236,0.5766,0.748,1.0,0.5021,0.6993,6.7293,4.1451,1.0,4.4765,4.0496,0.6225511469689521,0.3805249821581815,0.1889072059423973,0.26852650835211667,0.20071315236534026,0.12822483360796824,0.057841937479821526,0.20200531870850066,0.24371699300703684,0.4373860749931082,0.33494940557562725,0.28515938373233674,0.01776953268970144,0.9796082676913007,0.6225497560518553,1.3877787807814457e-17,0.12660063968067714,0.8251800342174
bs012,N,bs012_N_N_1.lm3,0.5641,1.4697,0.9485,1.5407,0.8806,1.0663,1.6947,0.8975,0.8477,2.7201,1.0,0.3343,0.5056,0.7541,1.0,0.5792,0.5037,6.0674,2.8499,1.0,6.2072,3.6769,0.6715781985588561,0.43186974440251463,0.22071518346707647,0.32170631787261705,0.3308814419223727,0.2256922859184011,0.13308776976829695,0.30660968824558965,0.342678510833169,0.49834138788615157,0.39983618920752617,0.3380815673925386,0.024620783550968972,0.9735245666239614,0.6715772652686,2.7755575615628914e-17,0.2379035776264713,0.7155690812507345
bs012,N,bs012_N_N_2.lm3,0.5902,1.4568,0.894,1.5514,0.9365,1.0258,1.643,0.8983,0.974,2.7723,1.0,0.4867,0.5123,0.8838,1.0,0.5258,0.5216,7.8483,5.3392,1.0,7.3024,3.9302,0.6634122920514779,0.40092817995584745,0.18549978149654212,0.4579617120452434,0.24603913383474463,0.12529727175699182,0.04319909004837044,0.043607302209805326,0.045966113250062335,0.5142364691657222,0.43027669111398437,0.3395018044633411,0.05489979450194582,0.9809227246496346,0.6634115020572028,2.7755575615628914e-17,0.10696912795690494,0.845257751772369
bs013,N,bs013_N_N_0.lm3,0.7503,1.4472,0.7138,1.4612,1.043,1.0516,1.6181,1.2074,1.1635,3.2537,1.0,0.9372,0.4534,0.7163,1.0,0.3558,0.4117,4.9184,4.4654,1.0,1.1686,3.8744,0.7152453184483197,0.46511120769500874,0.27201453204137355,0.6142787505567474,0.36947884258394625,0.2506256326866987,0.08627972851270006,0.06926212501057373,0.06192884770899852,0.6876965695188293,0.5650022769949623,0.4909690536030362,0.035245597417185304,0.9031770834961643,0.7152447971363677,2.7755575615628914e-17,0.16528021868699394,0.785944040685763
bs014,N,bs014_N_N_0.lm3,0.6959,1.8076,1.3253,2.0034,1.1181,1.1644,1.6196,1.2033,1.2265,3.3919,1.0,0.2795,0.5676,0.5602,1.0,0.665,0.8624,1.9622,0.8594,1.0,1.9539,3.9347,0.39474859769704984,0.208601237178412,0.10089311346141377,0.2266692385394059,0.09717358874556709,0.07405467063174179,0.09370219786244377,0.2197339389273255,0.5690704742439135,0.42256464375669855,0.317312776715605,0.25254612990904035,0.07849285130648348,0.9409327736139228,0.39474749998735903,2.7755575615628914e-17,0.6995361291122295,0.2314562871249315
bs015,N,bs015_N_N_0.lm3,0.7974,1.6048,0.8722,1.664,1.1091,1.015,1.3584,1.01,1.0635,2.9744,1.0,0.5077,0.5388,0.527,1.0,0.4904,0.6211,3.5453,1.7641,1.0,2.2493,3.685,0.6460080008157222,0.4170019512925432,0.2316092704131097,0.5331976973360922,0.3170960473749972,0.2125225763692066,0.09856847665377262,0.08085685369824719,0.06818534770595511,0.649108478904203,0.5333563792168916,0.45026764374168526,0.021643908830636827,0.9254683602980571,0.6460065940578582,1.3877787807814457e-17,0.5065137963835342,0.44539499268231353
bs016,N,bs016_N_N_0.lm3,0.6374,1.5531,1.0326,1.6171,0.9175,1.3112,1.6632,0.8459,0.8727,2.6756,1.0,0.3806,0.6337,0.6121,1.0,0.5476,0.7109,2.4125,0.9789,1.0,1.9679,3.8849,0.6785367661763618,0.45749551665053784,0.2958428029267785,0.3140480236512253,0.22103612873655198,0.17948178061267353,0.0750056298848809,0.149191584773758,0.165913078351895,0.5602967947204047,0.44268696621566495,0.3900694257244912,0.0,0.8613480126071031,0.6785358099375621,2.7755575615628914e-17,0.08851352511323807,0.9048708304264572
bs017,N,bs017_N_N_0.lm3,0.6611,1.8315,1.4373,2.1334,1.0429,0.9928,1.5071,0.9193,0.957,2.8501,1.0,0.2341,0.3047,0.5205,1.0,0.5396,0.5758,0.8473,0.0403,1.0,0.2476,3.1747,0.5097558833456394,0.3392756856414601,0.17652633182593025,0.4269115316449966,0.3968135669978411,0.2650810142912208,0.2179041753280269,0.3042588194790907,0.32000015044745456,0.7100609074914863,0.5553771553917817,0.4367062186550028,0.025279902884281835,0.9355153364698372,0.5097565797123412,2.7755575615628914e-17,0.1285974370964169,0.8853819596736479
bs018,N,bs018_N_N_0.lm3,0.675,1.5191,0.9353,1.6278,0.9234,0.9554,1.4796,0.9644,1.0224,2.9247,1.0,0.4487,0.3708,0.533,1.0,0.4929,0.435,2.157,1.1564,1.0,2.2505,3.2804,0.8904773603970791,0.6065260219775628,0.3298267756309437,0.25863962244952887,0.25376762858618807,0.16834902852092823,0.014493025700135692,0.19534358876781194,0.2269967058396537,0.49889650724270096,0.42379000613749485,0.34188826850068166,0.03171226119560855,0.9577112319921053,0.8904759813564921,2.7755575615628914e-17,0.006686548866846387,0.9789582483593868
bs019,N,bs019_N_N_0 (1).lm3,0.428,1.642,1.3941,1.8177,0.8179,1.0962,1.495,0.8278,0.7841,2.5964,1.0,0.2075,0.3996,0.5439,1.0,0.5609,0.6861,1.7835,0.9942,1.0,1.0756,3.398,0.6599349624520677,0.4503635498619953,0.27356403406051094,0.31945538610257607,0.25740770072058605,0.18008477903118272,0.11825968720856359,0.2261147305982752,0.22292917652858332,0.6238097103216056,0.48747857560250996,0.40242380495282815,0.05304299970147541,0.8824298455061048,0.6599335462891166,2.7755575615628914e-17,0.1183882759063275,0.8857148800474341
bs019,N,bs019_N_N_0.lm3,0.428,1.642,1.3941,1.8177,0.8179,1.0962,1.495,0.8278,0.7841,2.5964,1.0,0.2075,0.3996,0.5439,1.0,0.5609,0.6861,1.7835,0.9942,1.0,1.0756,3.398,0.6599349624520677,0.4503635498619953,0.27356403406051094,0.31945538610257607,0.25740770072058605,0.18008477903118272,0.11825968720856359,0.2261147305982752,0.22292917652858332,0.6238097103216056,0.48747857560250996,0.40242380495282815,0.05304299970147541,0.8824298455061048,0.6599335462891166,2.7755575615628914e-17,0.1183882759063275,0.8857148800474341
bs020,N,bs020_N_N_0.lm3,0.294,1.2958,1.0475,1.656,0.9541,1.1279,1.5038,1.0319,0.9343,2.8922,1.0,0.6863,0.6681,0.6817,1.0,0.6456,0.8731,13.6916,8.0692,1.0,14.5848,4.5548,0.8624857103905156,0.5787490121151841,0.3143340335978328,0.14595304342665005,0.2579410948806504,0.18744690785219134,0.1943571866666604,0.3455583043413809,0.3291409128420604,0.480355455450757,0.4053718588929316,0.3449770581617926,0.02497458094790006,0.9825698508404452,0.8624841574419898,2.7755575615628914e-17,0.09748259277322813,0.8814345533088144
bs021,N,bs021_N_N_0.lm3,0.5514,1.7916,1.2805,1.9445,0.9213,1.053,1.5588,0.9647,1.0026,2.9341,1.0,0.2193,0.3054,0.6366,1.0,0.4129,0.508,2.0999,2.2295,1.0,0.5876,3.0822,0.5788537944433557,0.33846776870226875,0.18093267880578778,0.27906179812285925,0.2768081715993763,0.19230602440027791,0.1625531175723468,0.35665917228748745,0.37717512132815967,0.5602344605808787,0.38039408645579353,0.30782254462676684,0.031645640491576754,0.9686175262649528,0.5788524615731835,2.7755575615628914e-17,0.14925703604102392,0.8557157944128981
bs022,N,bs022_N_N_0.lm3,0.449,1.5776,1.2725,1.824,0.9128,0.9864,1.5882,1.0517,1.0164,3.0145,1.0,0.4788,0.3772,0.658,1.0,0.628,0.602,2.2219,1.4963,1.0,0.6711,3.744,0.6091708678303006,0.39449779974480365,0.21366352173439312,0.2740600062637001,0.2430601680122325,0.16685462137617194,0.09742544896399259,0.252348046495911,0.271396781501477,0.5258343190860462,0.38201911420816215,0.323254089664907,0.024080608566424744,0.939854758687013,0.6091694859491082,2.7755575615628914e-17,0.3268040659925662,0.6251688891144518
bs023,N,bs023_N_N_0.lm3,0.7521,1.6248,0.964,1.7687,1.0317,1.0945,1.4683,1.0068,1.046,2.996,1.0,0.4565,0.53,0.5261,1.0,0.4762,0.5637,2.1369,2.0587,1.0,0.8153,3.5525,0.44726272774837894,0.2861078917530339,0.15243814506063091,0.23987946397826942,0.22216022236345112,0.15206405840098206,0.23250961602568454,0.38629630893555866,0.4016938401515584,0.5223045198059038,0.33798049698839927,0.270213427247902,0.021823358592726994,0.9215970971053087,0.4472614552061952,2.7755575615628914e-17,0.27193765377872037,0.7881419974781743
bs024,N,bs024_N_N_0.lm3,0.5923,1.6051,1.2522,1.9998,1.0369,1.0016,1.5822,0.9801,1.021,2.9672,1.0,0.3732,0.4793,0.6962,1.0,0.7184,0.7147,1.7617,0.5506,1.0,0.6809,3.9818,0.6150725730434835,0.404921969718486,0.23328442344223804,0.26551323025797746,0.2302168591747571,0.1616889730551266,0.16138257749158622,0.2910747936559681,0.2732168314180916,0.5957072455115306,0.4650908965361533,0.39519740449689866,0.014454605690518152,0.9210307825419362,0.6150713554954751,1.3877787807814457e-17,0.18000331939645786,0.8364711893056338
bs025,N,bs025_N_N_0.lm3,0.8907,1.9522,1.1737,2.0369,1.193,1.3342,1.6527,1.2006,1.3807,3.4507,1.0,0.5195,0.7501,0.5645,1.0,0.707,0.8049,3.8445,2.2513,1.0,0.5722,4.346,0.7368150184525414,0.4709430373900602,0.261161287721077,0.27792659942017894,0.22588240121486214,0.15653134618736572,0.047612214750289344,0.21460923164672843,0.2209451400149251,0.4825891708942467,0.3524072722082181,0.3300296799969853,0.010065966438201457,0.9554727831304342,0.7368135981318152,2.7755575615628914e-17,0.19278479444738306,0.769378317360129
bs025,N,bs025_N_N_1.lm3,0.6953,1.7693,1.1414,1.9178,1.1469,1.1293,1.6228,1.1161,0.9646,3.0575,1.0,0.3144,0.4983,0.5779,1.0,0.5935,0.6153,3.4078,1.4894,1.0,0.1796,3.5994,0.8519528539847848,0.51216423516108,0.31135398674915454,0.5730176150144192,0.25593145193568656,0.17041390358233402,0.06587156983473044,0.04468908033628759,0.059946064893819026,0.6958634147958729,0.4956507425971233,0.44312196237995494,0.07061197222382354,0.9010438849262716,0.8519556923290473,2.7755575615628914e-17,0.09795703633737585,0.9112048439588847
bs026,N,bs026_N_N_0.lm3,0.4461,1.5725,1.1903,1.824,1.0126,1.1227,1.65,1.1074,1.0574,3.1022,1.0,0.489,0.4727,0.7489,1.0,0.6523,0.6596,5.3171,3.0477,1.0,0.2613,4.0225,0.691632307403698,0.4443876037225875,0.23128483855631804,0.2658822213288079,0.26249079549204146,0.16711590057804757,0.07050833630557662,0.2663567795590731,0.31117783406902033,0.4480287080547183,0.405473889617741,0.32217217734199455,0.05130335381834322,0.9592379607747337,0.6916310287618078,4.163336342344337e-17,0.19249767785355854,0.7534787361211492
bs027,N,bs027_N_N_0.lm3,0.7184,1.6727,1.0529,1.8524,1.1641,1.2043,1.8852,1.0,1.0125,2.9985,1.0,0.2419,0.7194,0.7791,1.0,0.6777,0.73,3.8098,0.9318,1.0,0.3022,4.1481,0.6937751566405278,0.452620068320116,0.23966483856406312,0.24520915658869047,0.20916654140313573,0.14865198379554154,0.11586430945792878,0.28356704107546304,0.31345596713861623,0.5564926970740549,0.4012180365197202,0.32922811654670947,0.02549859290011236,0.961127335763786,0.6937752193756729,1.3877787807814457e-17,0.16334534024606828,0.8263162522236662
bs028,N,bs028_N_N_0.lm3,0.4668,1.7098,1.3294,1.8975,0.898,1.053,1.35,1.0697,1.2288,3.2085,1.0,0.5222,0.527,0.4092,1.0,0.7301,0.7718,4.3652,3.0973,1.0,0.8293,3.9603,0.70557008146502,0.4490756443705913,0.22255780478450243,0.26607317241950545,0.22692264720989985,0.14829133550035664,0.03423215687250261,0.1962451290910765,0.24585838222607762,0.4549402242895999,0.37772491026600363,0.3169214879771023,0.02731730597280385,0.9850641129947346,0.7055699665529284,2.7755575615628914e-17,0.0908343554841542,0.8646712225748416
bs029,N,bs029_N_N_0.lm3,0.5117,1.7974,1.4333,2.2755,1.2145,1.3355,1.9137,1.427,1.4323,3.69,1.0,0.9498,0.6269,0.792,1.0,0.6907,1.0405,3.8081,3.9903,1.0,6.9689,5.0999,0.6262490043622816,0.4045159017001367,0.20830407163680903,0.22033422942050096,0.2398414875168564,0.15970171668271424,0.12763117881823385,0.30784707810648526,0.3534194662375762,0.4921004606995809,0.388275986568527,0.2924393270161134,0.0642374973317969,0.9585823027012605,0.6262476194931766,2.7755575615628914e-17,0.3136383028173997,0.6279109230699866
bs030,N,bs030_N_N_0.lm3,0.3359,1.56,1.3616,2.0356,1.0635,1.157,1.6404,1.0504,1.0647,3.0246,1.0,0.6249,0.5029,0.5119,1.0,0.7408,0.7095,2.8119,2.3045,1.0,3.1033,4.09,0.44122829286648213,0.2805688191240297,0.13426301022776305,0.30483118419827315,0.22977718064930408,0.14148608399624693,0.16238045528945255,0.2564609412930918,0.2877079283940409,0.5629206704094565,0.4279927778213639,0.32730895386604075,0.03227647065062539,0.9381053540716562,0.4412316230045862,2.7755575615628914e-17,0.0717601966202972,0.8854406050714481
bs031,N,bs031_N_N_0.lm3,0.3655,1.4536,1.1467,1.7278,1.0297,0.9778,1.333,0.8926,0.9762,2.7876,1.0,0.4701,0.4484,0.3938,1.0,0.6295,0.6559,8.1401,3.6722,1.0,7.1303,3.5977,0.6944896592422004,0.451940515256066,0.21571764067155258,0.29877104454494074,0.2832311594093543,0.18242109929705727,0.10604407574789411,0.2615875587955242,0.3139548782486107,0.5588396504400679,0.4444796926772887,0.347182117899258,0.03824262911564019,0.9949032611750845,0.6944911755188398,2.7755575615628914e-17,0.007211002859182081,0.9482883405932299
bs032,N,bs032_N_N_0.lm3,0.4543,1.6374,1.3422,1.837,1.0308,1.0098,1.176,0.8315,0.8009,2.5888,1.0,0.2967,0.4905,0.3446,1.0,0.6188,0.7689,2.3117,1.301,1.0,0.7204,3.5195,0.6309992400664771,0.41321334408374316,0.20365918229599372,0.26563245195248497,0.28938757341086496,0.19216389239493606,0.1867538601612231,0.35013502104049726,0.3864335480730907,0.5299342882874578,0.39367249134727755,0.2854660982797157,0.03218073848775038,0.9787529545773455,0.6309978434442557,1.3877787807814457e-17,0.2407657266461145,0.6995569672539546
bs033,N,bs033_N_N_0.lm3,0.469,1.5091,1.27,1.7552,0.8171,0.9489,1.2598,0.691,0.754,2.4094,1.0,0.2555,0.4349,0.4014,1.0,0.6248,0.6998,1.9963,0.6909,1.0,0.1729,3.4164,0.3300095659184471,0.1754747789302989,0.06551364272007004,0.0,0.016711001353804822,0.023459284330396124,0.07682635314371208,0.23335083519222588,0.24062292067892901,0.2784277311695611,0.1849474199277883,0.1410819558153238,0.02180235653114876,1.0,0.3300083725590919,1.3877787807814457e-17,0.9999999999999991,0.0
bs033,N,bs033_N_N_1.lm3,0.4141,1.5774,1.39,1.9373,0.9368,1.047,1.3674,0.8387,0.8093,2.6065,1.0,0.3387,0.4578,0.435,1.0,0.5812,0.8305,2.0123,1.0209,1.0,2.2579,3.6432,0.6656667250982548,0.3849099900309226,0.20881333214933,0.3955257274943922,0.15741680589940077,0.09915495064918964,0.08912859650335057,0.06857917247963223,0.07839495429822546,0.6499572067735424,0.45771445696264657,0.35996920779051145,0.046005485254695444,0.9507416907406583,0.6656653298460552,2.7755575615628914e-17,0.1389122626783763,0.8945946272402274
bs034,N,bs034_N_N_0.lm3,0.3934,1.4306,1.145,1.5155,0.7907,1.0151,1.3366,0.9517,0.9567,2.7965,1.0,0.6748,0.4579,0.5613,1.0,0.6506,0.5726,2.9089,3.6486,1.0,4.4723,3.9172,0.47870514886882487,0.2840433391514405,0.12972889448872926,0.12673466523956234,0.14201770180749518,0.09868551695181857,0.0969629603736649,0.27604136730658896,0.28486033908030606,0.3582607889042033,0.25396688465979533,0.21603390132713196,0.024805425088781807,0.9956469771355838,0.4787041532577253,2.7755575615628914e-17,0.3922105926937869,0.5923566629292445
bs034,N,bs034_N_N_1.lm3,0.331,1.4452,1.2349,1.7301,0.919,0.9868,1.4495,0.9569,0.8754,2.7896,1.0,0.4344,0.4557,0.6109,1.0,0.6445,0.7122,3.3382,2.6556,1.0,0.6282,3.8577,0.6785174039655698,0.3949143473124766,0.20955615050853588,0.4459534335186307,0.20729574256773453,0.12619784414754273,0.06828535244315749,0.059726336569035296,0.06728992647388847,0.6184346932478326,0.4569881526866162,0.3660579972536726,0.028810542563292574,0.9571606014219747,0.6785159752536157,2.7755575615628914e-17,0.11524570026807535,0.8472092587190936
bs035,N,bs035_N_N_0.lm3,0.62,1.6314,1.2817,1.9857,1.0445,1.1307,1.5902,0.9202,1.0159,2.8814,1.0,0.4285,0.6154,0.6057,1.0,0.837,0.768,1.94,0.9293,1.0,0.7863,4.2546,0.4430126733330486,0.27125661090457814,0.1290220906026905,0.21819176437453858,0.17635391715836013,0.12073563525286532,0.13705029576618394,0.2538506242210744,0.26843092359598786,0.5294527186762417,0.36854699071354524,0.30357384099441354,0.028039142144366924,0.9616848453187654,0.4430114036609908,4.163336342344337e-17,0.4182729903101814,0.510046405516352
